Film Adı,Yönetmen,IMDb Puanı,Vizyona Giriş Yılı,Film Türü,Izleyici Sayısı,Ülke,Yayınlanma Mevsimi,Yerli/Yabancı
Başka Bir Hayat,Hüseyin Altun,7.5,2021,Macera,35000,Türkiye,Kış,Yerli
Geceyi Arayanlar,Murat Yıldız,7.8,2021,Romantik,45000,Türkiye,Yaz,Yerli
Bir Gece Sonra,Kemal Aydın,7.6,2020,Dram,30000,Türkiye,Sonbahar,Yerli
Zeytin Çiçekleri,Fatih Aksoy,7.7,2020,Macera,40000,Türkiye,Yaz,Yerli
Sonsuz Arayış,Mehmet Yılmaz,7.8,2021,Aksiyon,50000,Türkiye,Sonbahar,Yerli
Başka Bir Yıldız,Ali Gür,7.9,2020,Gerilim,55000,Türkiye,Yaz,Yerli
Geceyi Aydınlatanlar,Emre Demir,7.7,2021,Romantik,35000,Türkiye,Kış,Yerli
Zeytin Toprağı,Serhan Çelik,7.8,2020,Macera,40000,Türkiye,Sonbahar,Yerli
Sonsuz Hayat,Fatih Yıldırım,7.6,2020,Dram,35000,Türkiye,Yaz,Yerli
Bir Yıldız Kaydı,Kemal Güler,7.9,2021,Aksiyon,60000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Serdar Çelik,7.7,2020,Romantik,45000,Türkiye,Sonbahar,Yerli
Geceyi Düşlerken,Onur Yıldırım,7.5,2021,Macera,30000,Türkiye,Yaz,Yerli
Sonsuz Bir Yolda,Ali Akpınar,7.8,2020,Aksiyon,40000,Türkiye,Sonbahar,Yerli
Zeytin Dalı,Mustafa Aksoy,7.9,2021,Gerilim,5500,Türkiye,Kış,Yerli
Bir Rüya Gibi,Serhan Yıldırım,7.7,2020,Romantik,45000,Türkiye,Yaz,Yerli
Geceyi Beklerken,Hüseyin Karaca,7.6,2021,Dram,35000,Türkiye,Kış,Yerli
Başka Bir Dünya,İsmail Yıldırım,7.8,2021,Macera,50000,Türkiye,Yaz,Yerli
Zeytin Çiçekleri,Metin Erksan,7.7,2021,Macera,50000,Türkiye,Sonbahar,Yerli
Geceyi Ararken,Feyzi Alev,7.6,2020,Romantik,40000,Türkiye,Kış,Yerli
Sonsuz Günler,Serdar Akar,7.8,2021,Aksiyon,55000,Türkiye,Yaz,Yerli
Bir Gece Sonra,Tuncay Yıldırım,7.7,2020,Dram,35000,Türkiye,Sonbahar,Yerli
Sonsuz Aşk,Ali Akpınar,7.9,2021,Romantik,60000,Türkiye,Yaz,Yerli
Zeytin Dağları,Kemal Öztürk,7.6,2020,Gerilim,35000,Türkiye,Kış,Yerli
Geceyi Sevmek,Mustafa Altıoklar,7.5,2020,Dram,40000,Türkiye,Sonbahar,Yerli
Başka Bir Yıldız,Serhan Güler,7.7,2020,Aksiyon,45000,Türkiye,Yaz,Yerli
Bir Yıldız Kaydı,Hüseyin Bayram,7.6,2021,Romantik,35000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Onur Ünlü,7.8,2021,Macera,50000,Türkiye,Sonbahar,Yerli
Geceyi Arayanlar,Mehmet Yılmaz,7.7,2021,Dram,45000,Türkiye,Yaz,Yerli
Sonsuz Sevgiler,Ali Gür,7.9,2021,Romantik,60000,Türkiye,Kış,Yerli
Başka Bir Zaman,Emre Demir,7.5,2021,Gerilim,35000,Türkiye,Yaz,Yerli
Zeytin Toprağı,Fatih Akın,7.6,2020,Macera,30000,Türkiye,Sonbahar,Yerli
Geceyi Düşlerken,Murat Yıldırım,7.7,2021,Romantik,40000,Türkiye,Kış,Yerli
Sonsuz Bir Yolda,Serdar Altın,7.8,2021,Aksiyon,50000,Türkiye,Sonbahar,Yerli
Zeytin Dalı,Feyzi Yıldız,7.6,2020,Gerilim,35000,Türkiye,Kış,Yerli
Başka Bir Dünya,Serhan Karaca,7.8,2021,Macera,45000,Türkiye,Yaz,Yerli
Geceyi Aydınlatanlar,Kemal Altıoklar,7.5,2021,Romantik,40000,Türkiye,Sonbahar,Yerli
Zeytin Koyu,Emre Şahin,7.7,2021,Dram,55000,Türkiye,Kış,Yerli
Bir Gece Sonra,Mustafa Gür,7.9,2021,Gerilim,60000,Türkiye,Sonbahar,Yerli
Geceyi Beklerken,Feyzi Altın,7.6,2021,Macera,35000,Türkiye,Yaz,Yerli
Sonsuz Arayış,Tuncay Demir,7.8,2020,Romantik,50000,Türkiye,Kış,Yerli
Zeytin Çiçekleri,İsmail Şahin,7.6,2020,Macera,40000,Türkiye,Yaz,Yerli
Başka Bir Yıldız,Mustafa Öztürk,7.9,2021,Dram,60000,Türkiye,Sonbahar,Yerli
Sonsuz Sevgiler,Serdar Akar,7.8,2021,Romantik,50000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Ali Yıldırım,7.7,2020,Gerilim,45000,Türkiye,Yaz,Yerli
Geceyi Sevmek,Mustafa Yılmaz,7.8,2020,Macera,40000,Türkiye,Sonbahar,Yerli
Başka Bir Dünya,Ömer Faruk Sorak,7.5,2021,Dram,35000,Türkiye,Yaz,Yerli
Sonsuz Kış,Emre Yıldız,7.9,2021,Romantik,55000,Türkiye,Kış,Yerli
Zeytin Dağları,Kemal Yılmaz,7.6,2020,Gerilim,30000,Türkiye,Yaz,Yerli
Geceyi Ararken,Serhan Akpınar,7.7,2020,Macera,40000,Türkiye,Kış,Yerli
Bir Rüya Gibi,Serhan Yıldız,7.6,2021,Aksiyon,35000,Türkiye,Sonbahar,Yerli
Başka Bir Hayat,Mustafa Bayram,7.5,2021,Gerilim,30000,Türkiye,Yaz,Yerli
Geceyi Arayanlar,Ali Gür,7.8,2020,Romantik,45000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Serhan Karaca,7.7,2020,Dram,40000,Türkiye,Sonbahar,Yerli
Sonsuz Aşk,Emre Öztürk,7.9,2021,Macera,60000,Türkiye,Kış,Yerli
Zeytin Çiçekleri,Murat Akpınar,7.5,2021,Aksiyon,35000,Türkiye,Sonbahar,Yerli
Geceyi Aydınlatanlar,Kemal Güler,7.7,2020,Romantik,4000,Türkiye,Yaz,Yerli
Sonsuz Uyanış,Murat Yılmaz,7.9,2020,Gerilim,50000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Tuncay Şahin,7.8,2021,Macera,45000,Türkiye,Yaz,Yerli
Başka Bir Zaman,Murat Akın,7.6,2020,Dram,35000,Türkiye,Sonbahar,Yerli
Geceyi Sevmek,Ali Akpınar,7.7,2021,Romantik,45000,Türkiye,Yaz,Yerli
Bir Yıldız Kaydı,Emre Yılmaz,7.5,2021,Macera,30000,Türkiye,Kış,Yerli
Yalnız Adam,Tarkan Yüce,7.8,2016,Dram,35000,Türkiye,Kış,Yerli
Zamanla Kaybolanlar,Ali Gökhan,7.5,2017,Macera,42000,Türkiye,Yaz,Yerli
Eski Bir Aşk,Güven Karaca,7.4,2018,Romantik,50000,Türkiye,Sonbahar,Yerli
Gizemli Günler,Murat Kılıç,7.6,2015,Gerilim,60000,Türkiye,Sonbahar,Yerli
Hayatın Ardında,Şahin Demir,7.7,2019,Dram,545000,Türkiye,Kış,Yerli
Sonbahar Rüzgarı,Murat Başaran,7.5,2016,Romantik,38000,Türkiye,Sonbahar,Yerli
Yitik Zamanlar,Feyzi Alev,7.8,2017,Gerilim,40000,Türkiye,Sonbahar,Yerli
Gecenin Sesi,Sermiyan Midyat,7.6,2018,Dram,45000,Türkiye,Kış,Yerli
Zorlu Yollar,Ece Karakış,7.5,2019,Aksiyon,255000,Türkiye,Yaz,Yerli
Yalancı Dünya,Mehmet Akın,7.4,2020,Macera,30000,Türkiye,Sonbahar,Yerli
Kaybolan Zaman,Serdar Akpınar,7.6,2016,Romantik,50000,Türkiye,Sonbahar,Yerli
Hayatın Dönüşü,Ömer Turan,7.9,2017,Dram,62000,Türkiye,Kış,Yerli
Rüya Gibi,Murat Uysal,7.7,2018,Gerilim,46000,Türkiye,Yaz,Yerli
Yıldızlar Arası,Feyzi Yıldırım,7.8,2019,Aksiyon,254000,Türkiye,Sonbahar,Yerli
Geceyi Beklerken,Hüseyin Altan,7.5,2018,Dram,38000,Türkiye,Kış,Yerli
Beyaz Yollar,Erdal Baş,7.6,2017,Romantik,42000,Türkiye,Yaz,Yerli
Geceye Doğru,Tuna Güler,7.4,2016,Macera,48000,Türkiye,İlkbahar,Yerli
Son Akşam Yemeği,Fatih Akın,7.7,2020,Aksiyon,60000,Türkiye,Sonbahar,Yerli
Uykusuz Geceler,Serhan Karaca,7.5,2017,Dram,37000,Türkiye,Kış,Yerli
Zamanın Ardında,Ahmet Bayram,7.8,2021,Gerilim,49000,Türkiye,İlkbahar,Yerli
Yalnız Kız,Emre Atay,7.6,2018,Romantik,151000,Türkiye,Yaz,Yerli
Kaybolan Ruhlar,Murat Başar,7.5,2019,Dram,426000,Türkiye,Kış,Yerli
Zorlu Karar,Feyzi Alev,7.8,2020,Aksiyon,53000,Türkiye,Yaz,Yerli
Bir Gün Daha,Erol Yıldız,7.7,2021,Macera,60000,Türkiye,Sonbahar,Yerli
Zeytin Bahçesi,Emre Karaca,7.5,2016,Romantik,40000,Türkiye,İlkbahar,Yerli
Gizemli Yolculuk,Ali Gür,7.6,2019,Gerilim,520000,Türkiye,Kış,Yerli
Bir Yıldız Kaydı,Murat Yılmaz,7.4,2020,Dram,35000,Türkiye,Sonbahar,Yerli
Hayaletler,Yusuf Doğan,7.8,2017,Aksiyon,45000,Türkiye,İlkbahar,Yerli
Bir Adım Daha,Murat Zengin,7.7,2021,Romantik,56000,Türkiye,Yaz,Yerli
Sonuçlar,Feyzi Yıldırım,7.5,2020,Gerilim,41000,Türkiye,Kış,Yerli
Yalnız Gece,Serhan Akpınar,7.6,2021,Macera,49000,Türkiye,Sonbahar,Yerli
Hayatın Kıyısında,Kemal Akın,7.7,2020,Dram,53000,Türkiye,Yaz,Yerli
Zamanın Sesi,Murat Altın,7.5,2018,Gerilim,116000,Türkiye,İlkbahar,Yerli
Yıldızlı Geceler,Ahmet Durmaz,7.6,2019,Aksiyon,260000,Türkiye,Yaz,Yerli
Zeytin Ağaçları,Serdar Uysal,7.5,2020,Romantik,45000,Türkiye,Sonbahar,Yerli
Geceye Yolculuk,Emre Akpınar,7.9,2021,Macera,62000,Türkiye,Kış,Yerli
Bir Gün Bile Olmaz,Tuna Gür,7.7,2021,Dram,50000,Türkiye,Yaz,Yerli
Zeytin Çiçekleri,Kemal Akar,7.8,2020,Gerilim,55000,Türkiye,İlkbahar,Yerli
Geceyi Arayanlar,Serhan Altan,7.6,2021,Romantik,49000,Türkiye,Yaz,Yerli
Son Akşam Yemeği,Fatih Karaca,7.5,2017,Aksiyon,43000,Türkiye,Kış,Yerli
Bir Yıldız Kaydı,Feyzi Güler,7.7,2020,Dram,48000,Türkiye,Sonbahar,Yerli
Zeytin Çiçekleri,Mustafa Demir,7.9,2021,Macera,55000,Türkiye,Yaz,Yerli
Geceyi Gördüm,Emre Duman,7.5,2020,Romantik,43000,Türkiye,Kış,Yerli
Zeytin Toprağı,Serhan Gür,7.6,2021,Gerilim,49000,Türkiye,İlkbahar,Yerli
Yalnız Kız,Ömer Güler,7.8,2021,Aksiyon,56000,Türkiye,Yaz,Yerli
Bir Gün Daha,Tuna Altıok,7.7,2021,Macera,52000,Türkiye,Kış,Yerli
Yitik Zaman,Ferhat Aydın,7.8,2019,Dram,242000,Türkiye,Kış,Yerli
Geceyi Arayanlar,Hasan Kılıç,7.7,2020,Gerilim,47000,Türkiye,Yaz,Yerli
Zeytin Ağaçları,Berkay Yılmaz,7.5,2018,Romantik,140000,Türkiye,İlkbahar,Yerli
Fırtına,Murat Acar,7.6,2021,Macera,35000,Türkiye,Kış,Yerli
Son Akşam,Gökhan Ulusoy,7.7,2019,Dram,246000,Türkiye,İlkbahar,Yerli
Yalnızca Sen,Ali Demir,7.8,2017,Romantik,48000,Türkiye,Yaz,Yerli
Hayatın Ardında,Süleyman Karaca,7.5,2019,Aksiyon,250000,Türkiye,Sonbahar,Yerli
Zamanın İçinde,Emre Kurtuluş,7.4,2018,Gerilim,138000,Türkiye,Yaz,Yerli
Bir Gün Gelecek,Fatih Tanrıverdi,7.6,2021,Dram,53000,Türkiye,Sonbahar,Yerli
Sonuç,Kemal Aydın,7.5,2020,Romantik,41000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Mehmet Akman,7.8,2016,Macera,44000,Türkiye,İlkbahar,Yerli
Geceyi Beklerken,Serkan Çetin,7.6,2019,Gerilim,239000,Türkiye,Yaz,Yerli
Kaybolan Zaman,Ali Hüseyin,7.4,2017,Aksiyon,46000,Türkiye,Kış,Yerli
Yalnız Geceler,Murat Öztürk,7.9,2020,Romantik,55000,Türkiye,İlkbahar,Yerli
Rüya Gibi,Emine Kuzu,7.7,2021,Dram,52000,Türkiye,Sonbahar,Yerli
Zorlu Yollar,Feyzi Alev,7.5,2019,Gerilim,243000,Türkiye,Kış,Yerli
Zeytin Dalı,Ahmet Dönmez,7.6,2018,Macera,150000,Türkiye,Yaz,Yerli
Bir Başka Dünya,Alper Yılmaz,7.4,2020,Dram,37000,Türkiye,Sonbahar,Yerli
Geceyi Arayanlar,Fatih Akın,7.7,2019,Gerilim,246000,Türkiye,İlkbahar,Yerli
Yalancı Dünya 2 ,Emre Korkmaz,7.5,2020,Macera,43000,Türkiye,Yaz,Yerli
Bir Adım Daha,Ömer Yıldız,7.6,2021,Romantik,48000,Türkiye,Kış,Yerli
Zeytin Çiçekleri,Serhan Yılmaz,7.8,2017,Aksiyon,53000,Türkiye,Sonbahar,Yerli
Geceyi Gördüm,Feyza Güler,7.7,2019,Dram,329000,Türkiye,Yaz,Yerli
Son Akşam Yemeği,Yusuf Altun,7.6,2021,Gerilim,50000,Türkiye,Kış,Yerli
Yıldızların Ardında,Mehmet Bayram,7.4,2018,Romantik,142000,Türkiye,Sonbahar,Yerli
Zeytin Ağacı,Ahmet Akçora,7.9,2017,Macera,57000,Türkiye,İlkbahar,Yerli
Yalnız Kız,Serdar Başaran,7.6,2020,Dram,46000,Türkiye,Yaz,Yerli
Kaybolan Ruhlar,Ali Arslan,7.5,2018,Gerilim,144000,Türkiye,Kış,Yerli
Bir Gün Daha,Emre Yüce,7.8,2021,Aksiyon,60000,Türkiye,İlkbahar,Yerli
Geceyi Beklerken,Burak Tanrıverdi,7.7,2019,Romantik,247000,Türkiye,Sonbahar,Yerli
Zeytin Çiçekleri,Tarkan Yüce,7.5,2020,Macera,38000,Türkiye,Kış,Yerli
Geceyi Arayanlar,Hüseyin Çelik,7.4,2018,Gerilim,139000,Türkiye,Yaz,Yerli
Yalancı Dünya,Emre Akpınar,7.9,2019,Aksiyon,254000,Türkiye,Sonbahar,Yerli
Kaybolan Zaman,Murat Kızıl,7.8,2020,Romantik,46000,Türkiye,Kış,Yerli
Zeytin Bahçesi,Serkan Bayram,7.6,2017,Macera,49000,Türkiye,Yaz,Yerli
Son Akşam Yemeği,Ali Duru,7.7,2019,Dram,247000,Türkiye,İlkbahar,Yerli
Yalnız Geceler,Murat Turgut,7.8,2020,Gerilim,51000,Türkiye,Sonbahar,Yerli
Zeytin Dalı,Feyza Demir,7.5,2018,Romantik,143000,Türkiye,Yaz,Yerli
Geceyi Arayanlar,Serhan Arslan,7.6,2019,Macera,244000,Türkiye,Kış,Yerli
Bir Gün Gelecek,Hasan Kılıç,7.7,2021,Dram,50000,Türkiye,İlkbahar,Yerli
Zeytin Çiçekleri,Emine Karaca,7.5,2020,Gerilim,46000,Türkiye,Yaz,Yerli
Son Akşam,Murat Öztürk,7.6,2018,Aksiyon,138000,Türkiye,Sonbahar,Yerli
Geceyi Beklerken,Serdar Yüce,7.8,2021,Romantik,54000,Türkiye,Kış,Yerli
Bir Başka Dünya,Tuna Karaca,7.7,2019,Gerilim,247000,Türkiye,İlkbahar,Yerli
Çalgın ve Yıldızlar,Ahmet Sönmez,7.5,2015,Dram,27000,Türkiye,Yaz,Yerli
Karadeniz Caddesi,Yavuz Turgul,7.5,2016,Dram,42000,Türkiye,Yaz,Yerli
Rüzgarın Oğlu,Yılmaz Erdoğan,8.2,2011,Dram,80000,Türkiye,Kış,Yerli
Kış Uykusu,Nuri Bilge Ceylan,8.1,2014,Dram,15000,Türkiye,Kış,Yerli
Kanatlı Sözler,Metin Erksan,7.7,2010,Dram,35000,Türkiye,Yaz,Yerli
Zengin ve Yoksul,Ahmet Sönmez,7.5,2014,Dram,6000,Türkiye,İlkbahar,Yerli
Yokluğunda,Serdar Akar,7.7,2013,Dram,455000,Türkiye,Kış,Yerli
Hayat,Fatih Akın,7.9,2019,Dram,223000,Türkiye,Kış,Yerli
Bazen,Yılmaz Erdoğan,7.8,2016,Komedi,12000,Türkiye,Yaz,Yerli
İstanbul’un En Güzel Yeri,Ahmet Sönmez,7.6,2017,Dram,70000,Türkiye,Yaz,Yerli
Yüzleşme,Sinan Çetin,7.5,2017,Dram,6000,Türkiye,İlkbahar,Yerli
Yüzyılın Aşkı,Ömer Faruk Sorak,7.4,2011,Dram,60000,Türkiye,Kış,Yerli
İkili,Fatih Akın,7.8,2019,Dram,1100000,Türkiye,Kış,Yerli
Zor Gece,Fatih Akın,7.6,2014,Dram,40000,Türkiye,Kış,Yerli
Rüzgar Gibi Geçti,Serdar Akar,7.4,2014,Komedi,30000,Türkiye,İlkbahar,Yerli
Kaybedenler Kulübü,Murat Düzgünoğlu,8.0,2011,Komedi,60000,Türkiye,Yaz,Yerli
Çehov'dan Bir Gün,Ali Taner Baltacı,7.5,2012,Dram,500000,Türkiye,Kış,Yerli
Bir Gündüz Gecesi,Şerif Gören,7.7,2008,Dram,450030,Türkiye,Kış,Yerli
Vavien,Ahmet Uluçay,7.6,2009,Dram,140000,Türkiye,Yaz,Yerli
Hayal,Fatih Akın,7.8,2015,Dram,35000,Türkiye,Kış,Yerli
Feryat,Fatih Akın,7.6,2013,Dram,945000,Türkiye,Yaz,Yerli
Yol Arkadaşım,Bülent Şakrak,7.8,2017,Dram,50000,Türkiye,Kış,Yerli
Rüya Gibi,Yılmaz Erdoğan,7.4,2010,Dram,55000,Türkiye,Yaz,Yerli
Geceyi Düşle,Yılmaz Erdoğan,7.8,2015,Dram,60000,Türkiye,Yaz,Yerli
Felsefe,Metin Erksan,7.6,2017,Dram,60000,Türkiye,İlkbahar,Yerli
Sahip,Serdar Akar,7.4,2019,Dram,260000,Türkiye,İlkbahar,Yerli
Zeytin Ağacı,Tamer Levent,7.5,2014,Dram,50000,Türkiye,Kış,Yerli
Evlenmeden Olmaz,Onur Ünlü,7.4,2015,Komedi,35000,Türkiye,İlkbahar,Yerli
Yalnız Bir Adam,Serdar Akar,8.0,2015,Dram,80000,Türkiye,Yaz,Yerli
Yok Olmuşlar,Mustafa Altıoklar,7.0,2014,Dram,35000,Türkiye,İlkbahar,Yerli
Zor Zamanlar,Serdar Akar,7.7,2015,Dram,80000,Türkiye,İlkbahar,Yerli
Neşe,Ahmet Sönmez,7.6,2016,Dram,70000,Türkiye,Kış,Yerli
Vasat,Metin Erksan,7.5,2012,Dram,50000,Türkiye,İlkbahar,Yerli
Yalnızım Çünkü Sen Varsın,Ahmet Sönmez,7.5,2019,Dram,50000,Türkiye,Yaz,Yerli
İtiraf,Bülent Şakrak,7.9,2019,Dram,220000,Türkiye,İlkbahar,Yerli
Rüya,Muzaffer Yıldırım,7.4,2015,Dram,30000,Türkiye,Kış,Yerli
Bir Zamanlar Anadolu'da,Nuri Bilge Ceylan,8.0,2011,Dram,3000,Türkiye,İlkbahar,Yerli
Zeytin Dalı,Murat Şeker,7.6,2014,Dram,2530000,Türkiye,Kış,Yerli
Geceyle Gelen,Yavuz Turgul,7.7,2013,Dram,224000,Türkiye,Yaz,Yerli
Yağmur,Feyzi Alev,7.6,2016,Dram,35000,Türkiye,Kış,Yerli
Sonsuz Arkadaş,Ali İlhan,7.3,2018,Komedi,115000,Türkiye,Yaz,Yerli
Hayaletler,Yılmaz Erdoğan,7.8,2010,Dram,30000,Türkiye,İlkbahar,Yerli
Falcı,Yılmaz Erdoğan,7.8,2013,Dram,210000,Türkiye,Kış,Yerli
Başka Bir Dünya,Serddar Akar,7.8,2013,Dram,760000,Türkiye,İlkbahar,Yerli
Kadın,Ömer Uğur,7.5,2017,Dram,7500,Türkiye,Yaz,Yerli
Recep İvedik,Özen Barış Özbiçer,5.0,2008,Komedi,43013,Türkiye,Kış,Yerli
A.R.O.G,Cem Yılmaz,5.0,2008,Fantastik,3707086,Türkiye,Sonbahar,Yerli
Muro: Nalet Olsun İçimizdeki İnsan Sevgisi,Özen,5.0,2008,Dram,123902,Türkiye,Sonbahar,Yerli
Issız Adam,Çağan Irmak,5.0,2008,Dram,278550,Türkiye,Sonbahar,Yerli
Osmanlı Cumhuriyeti,Özen,5.0,2008,Dram,114233,Türkiye,Sonbahar,Yerli
Mustafa,Özen,5.0,2008,Dram,111014,Türkiye,Sonbahar,Yerli
120,Özen,5.0,2008,Dram,104916,Türkiye,Kış,Yerli
Maskeli Beşler Kıbrıs,Özen,5.0,2008,Dram,96414,Türkiye,Kış,Yerli
Çılgın Dersane Kampta,Özen,5.0,2008,Dram,899314,Türkiye,Kış,Yerli
O... Çocuklarım,Özen,5.0,2008,Dram,73840,Türkiye,İlkbahar,Yerli
Ulak,Özen,5.0,2008,Dram,52745,Türkiye,Kış,Yerli
Kurtlar Vadisi Irak,Zübeyr Şaşmaz,5.0,2008,Dram,130000,Türkiye,Yaz,Yerli
Babam ve Oğlum,Çağan Irmak,5.0,2008,Dram,125000,Türkiye,Yaz,Yerli
G.O.R.A,Ömer Faruk Sorak,5.0,2008,Fantastik,120500,Türkiye,İlkbahar,Yerli
Aşk Tutulması,Çağan Irmak,5.0,2008,Romantik,18000,Türkiye,Yaz,Yerli
Avanak Kuzenler,Şafak Sezer,5.0,2008,Komedi,150000,Türkiye,İlkbahar,Yerli
Recep İvedik 2,Şahan Gökbakar,4.2,2009,Komedi,144000,Türkiye,Kış,Yerli
Neşeli Hayat,Yılmaz Erdoğan,7.6,2009,Komedi,115000,Türkiye,Sonbahar,Yerli
Kurtlar Vadisi Gladio,Osman Sınav,5.4,2009,Aksiyon,190000,Türkiye,Sonbahar,Yerli
Yahşi Batı,Cem Yılmaz,7.4,2009,Komedi,185000,Türkiye,Kış,Yerli
Güneşi Gördüm,Mahsun Kırmızıgül,6.4,2009,Dram,213000,Türkiye,İlkbahar,Yerli
Aşk Geliyorum Demez,Murat Şeker,5.8,2009,Romantik,85000,Türkiye,Yaz,Yerli
Vavien,Yağmur Durul Taylan,7.9,2009,Komedi,145000,Türkiye,Sonbahar,Yerli
G.I. Joe: Kobra'nın Yükselişi,Stephen Sommers,5.8,2009,Aksiyon,80000,ABD,Yaz,Yabancı
Avatar,James Cameron,8.4,2009,Bilim-Kurgu,45000,ABD,Kış,Yabancı
Harry Potter ve Melez Prens,David Yates,7.6,2009,Fantastik,20000,ABD,Yaz,Yabancı
Transformers: Yenilenlerin İntikamı,Michael Bay,6.0,2009,Aksiyon,17500,ABD,Yaz,Yabancı
Kolpaçino,Şafak Sezer,5.0,2009,Komedi,65000,Türkiye,Kış,Yerli
İncir Çekirdeği,Aydın Sayman,6.7,2009,Dram,93000,Türkiye,İlkbahar,Yerli
Hızlı ve Öfkeli 4,Justin Lin,6.6,2009,Aksiyon,12500,ABD,İlkbahar,Yabancı
Titanların Savaşı,Louis Leterrier,5.8,2009,Macera,8000,ABD,Sonbahar,Yabancı
Uzay Yolcuları,J.J. Abrams,7.9,2009,Bilim-Kurgu,90000,ABD,İlkbahar,Yabancı
Fetih 1453,Faruk Aksoy,6.7,2009,Tarih,98000,Türkiye,Sonbahar,Yerli
Hababam Sınıfı Yeniden,Doğa Can Anafarta,4.2,2009,Komedi,60000,Türkiye,Kış,Yerli
Sevgili Hedefim,Jean-Pierre Jeunet,6.6,2009,Komedi,75000,Fransa,Sonbahar,Yabancı
Ay (Moon),Duncan Jones,7.9,2009,Bilim-Kurgu,20000,İngiltere,Yaz,Yabancı
Sherlock Holmes,Guy Ritchie,7.6,2009,Macera,150000,ABD,Kış,Yabancı
Zombieland,Ruben Fleischer,7.7,2009,Komedi,85000,ABD,Sonbahar,Yabancı
Karanlıklar Ülkesi: Lycanlar,Patrick Tatopoulos,6.5,2009,Aksiyon,40000,ABD,Kış,Yabancı
Ahşap Köprü,Cemal Şan,6.5,2009,Dram,75000,Türkiye,Yaz,Yerli
Bu İşte Bir Yalnızlık Var,Çağan Irmak,6.8,2009,Dram,130000,Türkiye,İlkbahar,Yerli
Ajan Salt,Phillip Noyce,6.4,2009,Aksiyon,50000,ABD,Sonbahar,Yabancı
The Hurt Locker,Kathryn Bigelow,7.6,2009,Savaş,30000,ABD,İlkbahar,Yabancı
Alacakaranlık Efsanesi: Yeni Ay,Chris Weitz,4.7,2009,Fantastik,15000,ABD,Kış,Yabancı
Aşk Tesadüfleri Sever,Ömer Faruk Sorak,7.2,2009,Romantik,70000,Türkiye,Sonbahar,Yerli
The Blind Side,John Lee Hancock,7.6,2009,Biyografi,85000,ABD,Yaz,Yabancı
9,Rashida Jones,6.7,2009,Bilim-Kurgu,65000,ABD,Kış,Yabancı
Gece ve Gündüz,James Mangold,6.6,2009,Aksiyon,90000,ABD,İlkbahar,Yabancı
Çalgı Çengi,Selçuk Aydemir,6.7,2009,Komedi,120000,Türkiye,Yaz,Yerli
Arka Pencere,Hikmet Şahin,5.4,2009,Gerilim,92000,Türkiye,Kış,Yerli
Kazara Aşk,David O. Russell,6.4,2009,Romantik,35000,ABD,İlkbahar,Yabancı
Kıyamet Günü,Roland Emmerich,6.2,2009,Macera,190000,ABD,Sonbahar,Yabancı
Defne'nin Bir Mevsimi,Banu Evren,5.3,2009,Dram,70000,Türkiye,Yaz,Yerli
Karayip Korsanları: Gizemli Denizlerde,Rob Marshall,6.6,2009,Macera,140000,ABD,Yaz,Yabancı
Buz Devri 3: Dinozorların Şafağı,Carlos Saldanha,7.0,2009,Animasyon,75000,ABD,İlkbahar,Yabancı
Köksüz,Deniz Akçay,7.4,2009,Dram,112000,Türkiye,Sonbahar,Yerli
Açlık Oyunları,Gary Ross,7.2,2009,Aksiyon,95000,ABD,Kış,Yabancı
Sihirbazın Çırağı,Jon Turteltaub,6.3,2009,Fantastik,67000,ABD,Sonbahar,Yabancı
Paranormal Aktivite,Oren Peli,6.3,2009,Korku,90000,ABD,Sonbahar,Yabancı
Kaptan Phillips,Paul Greengrass,7.8,2009,Gerilim,200000,ABD,Kış,Yabancı
Melekler ve Şeytanlar,Ron Howard,6.7,2009,Macera,90000,ABD,Yaz,Yabancı
New York’ta Beş Minare,Mahsun Kırmızıgül,6.3,2010,Dram,250000,Türkiye,Sonbahar,Yerli
Kavşak,Selim Demirdelen,7.4,2010,Dram,20000,Türkiye,Yaz,Yerli
Av Mevsimi,Yavuz Turgul,7.7,2010,Polisiye,280000,Türkiye,Sonbahar,Yerli
Veda,Zülfü Livaneli,6.6,2010,Biyografi,80000,Türkiye,İlkbahar,Yerli
Çok Filim Hareketler Bunlar,Ozan Açıktan,5.4,2010,Komedi,110000,Türkiye,İlkbahar,Yerli
Deli Dumrul: Kurtlar Kuşlar Aleminde,Ömer Can,5.8,2010,Komedi,60000,Türkiye,Yaz,Yerli
Kayıp Çocuklar Cenneti,Ali Taner Baltacı,6.2,2010,Dram,95000,Türkiye,Kış,Yerli
Prensesin Uykusu,Çağan Irmak,7.4,2010,Dram,45000,Türkiye,Sonbahar,Yerli
Türkler Çıldırmış Olmalı,Murad Kuş,4.5,2010,Macera,125000,Türkiye,Yaz,Yerli
Kavak Yelleri: Geçmişe Dönüş,Kerem Çakıroğlu,6.0,2010,Dram,117000,Türkiye,Yaz,Yerli
Şov Bizınıs,Mustafa Uğur Yağcıoğlu,4.8,2010,Komedi,150000,Türkiye,Yaz,Yerli
